ROWNUMBER|ITEMID|TITLEFULL
4914|21733|Jack Frost 2: Revenge of the Mutant Killer Snowman
4915|17145|Gods and Generals
4916|20814|True Believer
4917|7722|Backbeat
4918|17563|How to Marry a Millionaire
4919|19796|Rules of Engagement
4920|20851|Twister
4921|18993|Noahs Ark
4922|19451|The Prisoner of Second Avenue
4923|21624|The Forgotten
4924|21940|Red Dragon
4925|21478|Break Up
4926|18589|Meet the Parents
4927|21461|Boiler Room
4928|15340|Behind the Planet of the Apes
4929|20115|Six Degrees of Separation
4930|13206|Back to School
4931|15074|Amistad
4932|18512|Manhattan
4933|19118|Only the Strong
4934|15255|Band of Brothers
4935|16421|Dilwale Dulhania Le Jayenge
4936|16285|Dead Heat
4937|19626|Reindeer Games
4938|19921|Screwed
4939|16204|Daddy Day Care
4940|19901|Scary Movie 2
4941|21713|Ice Age
4942|18755|Mothers Boys
4943|21971|S.W.A.T.
4944|18344|Lost Continent
4945|20947|Vampires Kiss
4946|18725|Monsieur Verdoux
4947|16331|Deep Rising
4948|18865|My House in Umbria
4949|18999|Nomads
4950|5052|Control Factor
4951|19377|Predator 2
4952|18880|Mystery, Alaska
4953|17044|Gas, Food Lodging
4954|15757|Cambridge Spies
4955|21392|Absolon
4956|17920|Jumanji
4957|19409|Prefontaine
4958|16713|Extreme Justice
4959|17481|The Hollow
4960|15156|Around the World in 80 Days
4961|19470|The Prophecy
4962|20202|Son in Law
4963|21976|Saving Private Ryan
4964|17547|House of the Dead
4965|17802|Isnt She Great
4966|15190|The Audrey Hepburn Story
4967|18395|Love, etc.
4968|18729|Monster-in-Law
4969|12708|Conagher
4970|15973|Claudine
4971|17907|Joyride
4972|16787|Fear Strikes Out
4973|16895|Flying Leathernecks
4974|21762|L.I.E.
4975|20987|Village of the Damned
4976|20887|Under Capricorn
4977|16303|Death Becomes Her
4978|17238|Grim
4979|17127|Gloria
4980|15549|Boa vs. Python
4981|16542|Drop Dead Gorgeous
4982|19478|Psycho Beach Party
4983|16853|First Monday in October
4984|17100|Gigli
4985|16169|Cuba
4986|15414|The Big Country
4987|18396|Lover Come Back
4988|19495|Pursued
4989|17792|Iron Jawed Angels
4990|12813|Lilies of the Field
4991|19009|North to Alaska
4992|18989|No Small Affair
4993|16781|Fathom
4994|18221|Lie Down with Dogs
4995|15119|The Anniversary Party
4996|20136|Sleep with Me
4997|17642|Ice Cream Man
4998|17186|Gotcha!
4999|17330|Happy Campers
5000|17912|Judge Dredd
5001|17869|Jerry Maguire
5002|21029|Walking Tall
5003|19524|Quigley Down Under
5004|17771|Intimacy
5005|18542|Mary, Mother of Jesus
5006|15919|Chill Factor
5007|20625|The Thomas Crown Affair
5008|18146|The Last Seduction
5009|19571|Rapid Fire
5010|21636|The Full Monty
5011|6743|The Bostonians
5012|18513|Manhattan Murder Mystery
5013|20169|Snatch.
5014|17769|Interstate 60
5015|15591|The Borrowers
5016|21216|The Winslow Boy
5017|22244|Shadow of the Vampire
5018|16887|Flirting
5019|19531|Race the Sun
5020|15487|Black Robe
5021|16449|Diva
5022|19948|Seed of Chucky
5023|18022|The King and I
5024|21450|Black Mask 2: City of Masks
5025|15823|Cast a Giant Shadow
5026|19890|Say Anything...
5027|14958|Ace Ventura: Pet Detective
5028|21035|Wall Street
5029|20990|Vincent & Theo
5030|21387|28 Days Later...
5031|15620|Brassed Off
5032|18142|Last Rites
5033|10991|Iron Maiden: Rock in Rio
5034|5339|The Love Bug
5035|15541|Blue Hawaii
5036|15547|Bluebeard
5037|18096|Lady of Burlesque
5038|19000|Nora
5039|16290|Dead Men Dont Wear Plaid
5040|18915|Nemesis
5041|21085|Werewolf
5042|15626|Bread and Roses
5043|19312|The Pianist
5044|20432|Summer of Sam
5045|22014|The Singing Detective
5046|16264|The Day of the Jackal
5047|20007|Shanghai Noon
5048|16776|Father Hood
5049|15988|Close Encounters of the Third Kind
5050|22032|Speedway Junky
5051|15569|The Bone Snatcher
5052|17150|Going All the Way
5053|15735|C.H.U.D.
5054|16706|Exorcist: The Beginning
5055|15339|Behind Enemy Lines
5056|17182|Gordy
5057|20092|The Simple Life of Noah Dearborn
5058|17900|Joseph: King of Dreams
5059|20426|The Sum of All Fears
5060|19058|Oh Heavenly Dog
5061|18620|The Messenger: The Story of Joan of Arc
5062|16250|Darna Mana Hai
5063|18715|The Money Pit
5064|17508|Hoop Dreams
5065|15194|Auto Focus
5066|22088|To Walk with Lions
5067|16238|Dark Passage
5068|20099|Since You Went Away
5069|21333|Z
5070|15032|Almost Heroes
5071|21185|Wild Orchid
5072|8387|Equus
5073|12740|Walkabout
5074|19313|The Piano
5075|17306|Halls of Montezuma
5076|17679|Impact
5077|21756|Kingdom of Heaven
5078|17575|Hum Dil De Chuke Sanam
5079|15662|Bring Me the Head of Alfredo Garcia
5080|20963|Veer-Zaara
5081|19012|Not Without My Daughter
5082|15102|Angie
5083|16325|Deep Blue Sea
5084|17689|In Dreams
5085|18839|Music of the Heart
5086|5172|Andre
5087|17813|It Takes Two
5088|15849|The Cemetery Club
5089|15954|City Hall
5090|20407|The Stuff
5091|21834|Millers Crossing
5092|19688|Ricochet
5093|19668|Return to Oz
5094|16146|Critters 3
5095|17466|The Hillside Strangler
5096|18728|Monster Man
5097|15462|The Birth of a Nation
5098|20865|The Legend of Bhagat Singh
5099|20979|Vice Versa
5100|21355|The burbs
5101|16191|Cypher
5102|19186|The Pacifier
5103|10031|Esther Kahn
5104|19346|Plain Truth
5105|16894|Fly Away Home
5106|15745|The Caine Mutiny
5107|19702|Rio Bravo
5108|21251|Wolfs Rain
5109|19779|Rosewood
5110|17425|Hera Pheri
5111|21893|The Palm Beach Story
5112|21719|In Cold Blood
5113|20163|Smokey and the Bandit Part 3
5114|17878|Jimi Hendrix
5115|21348|Ziegfeld Girl
5116|21968|The Royal Tenenbaums
5117|19987|Shaft
5118|21560|Die Hard
5119|16432|The Dirty Dozen
5120|22094|The Toxic Avenger
5121|21832|Midnight Cowboy
5122|15184|Attack of the Killer Tomatoes!
5123|19808|The Runner
5124|21792|Live Wire
5125|20871|UHF
5126|19734|Robot Jox
5127|20733|Total Recall
5128|20941|Valmont
5129|20961|Vatel
5130|15387|Betsys Wedding
5131|11281|The Last Unicorn
5132|15073|Americas Sweethearts
5133|19006|North Dallas Forty
5134|15143|Arabian Nights
5135|20249|Spartacus
5136|13414|This Property Is Condemned
5137|19968|The Set-Up
5138|17693|In Love and War
5139|19281|Permanent Record
5140|19574|The Rare Breed
5141|19290|Peter Pan
5142|20418|Sudden Death
5143|18568|McHales Navy
5144|18497|Man of the Century
5145|14986|Afterglow
5146|21466|The Border
5147|18942|Next Stop Wonderland
5148|19494|Pursued
5149|19648|Rescue from Gilligans Island
5150|16682|Eve of Destruction
5151|15512|Blessed
5152|18150|The Last Temptation of Christ
5153|16493|Double Impact
5154|16200|DC 9/11: Time of Crisis
5155|16834|Fire and Ice
5156|17669|Im Not Rappaport
5157|21090|Westworld
5158|21837|Missing
5159|16292|Dead Poets Society
5160|13918|Spiders
5161|21610|Ferris Buellers Day Off
5162|20331|Steal This Movie
5163|14907|28 Days
5164|17773|Into the West
5165|18094|The Lady in Red
5166|15605|The Boys Club
5167|15612|The Brady Bunch Movie
5168|16968|Freeway
5169|20328|Staying Alive
5170|19793|Rugrats Go Wild
5171|19794|The Rugrats Movie
5172|7508|Boy Meets Girl
5173|15666|Broadcast News
5174|15313|Beau Geste
5175|17059|Gentlemans Agreement
5176|19063|Oklahoma!
5177|19761|Roman Holiday
5178|16535|The Dresser
5179|15008|Ali
5180|18836|Music Box
5181|16270|Daylight
5182|21133|Where the Heart Is
5183|15655|Brigadoon
5184|16946|Frances
5185|20761|The Train
5186|15621|The Bravados
5187|16912|For Petes Sake
5188|17289|Hackers
5189|18597|Memoirs of an Invisible Man
5190|19659|The Return of a Man Called Horse
5191|16902|Following
5192|15592|Bossa Nova
5193|17536|House Calls
5194|17342|The Harder They Fall
5195|21918|The Poseidon Adventure
5196|21487|Bugsy Malone
5197|21619|The Five People You Meet in Heaven
5198|18326|Lord Love a Duck
5199|20810|The Trouble with Angels
5200|20185|Solas
5201|20210|Sonny
5202|15520|The Blob
5203|16182|The Curse of the Jade Scorpion
5204|13893|The Sadist
5205|20764|The Transformers: The Movie
5206|19235|Pat and Mike
5207|18702|Modesty Blaise
5208|18763|The Mouse on the Moon
5209|19782|Rounders
5210|22193|The Flight of the Phoenix
5211|20525|Talk Radio
5212|21948|Richard III
5213|19070|Oliver Twist
5214|16667|Ernest Scared Stupid
5215|17422|Henry V
5216|21439|Big
5217|18002|The Killer Elite
5218|21981|Scarlet Diva
5219|17659|Ill Be There
5220|18320|Look Whos Talking Too
5221|20621|This Divided State
5222|16533|Dreamcatcher
5223|18649|The Mighty Quinn
5224|18560|Max Keebles Big Move
5225|17500|Honey I Blew Up the Kid
5226|19230|Passenger 57
5227|20094|Simply Irresistible
5228|15593|The Boston Strangler
5229|17009|Funny Face
5230|17080|Gettysburg
5231|18032|Kinjite: Forbidden Subjects
5232|21497|Carrington
5233|17255|Guess Who
5234|19765|Romper Stomper
5235|20243|Space: 1999
5236|18664|The Minus Man
5237|22147|The Wings of the Dove
5238|18242|Like Mike
5239|19020|Notorious
5240|18490|The Man from Laramie
5241|15470|The Black Adder
5242|16553|Dudley Do-Right
5243|17944|Just Write
5244|16017|Colossus: The Forbin Project
5245|17940|Just Looking
5246|18200|Leo
5247|17245|Ground Control
5248|20708|Tomcats
5249|20141|Sleepover
5250|15048|Amen.
5251|14905|24 Hours in London
5252|18946|Nicholas Nickleby
5253|18974|Ninotchka
5254|21422|The Badge
5255|19208|The Paper
5256|19657|The Return of Jafar
5257|20659|Til There Was You
5258|15217|Babylon 5: A Call to Arms
5259|19486|Punchline
5260|19554|Raising Arizona
5261|21283|The Wraith
5262|21106|Whats Love Got to Do with It
5263|17183|Gorky Park
5264|7884|Return to the Blue Lagoon
5265|12903|Time Changer
5266|16870|Flashpoint
5267|17524|Hostile Waters
5268|16132|The Creeping Flesh
5269|15055|American Flyers
5270|21471|Bound for Glory
5271|16948|Frank & Jesse
5272|19053|Of Mice and Men
5273|15216|Baby: Secret of the Lost Legend
5274|19269|Perfect Body
5275|17461|The High and the Mighty
5276|19790|Rudolph, the Red-Nosed Reindeer
5277|18678|Miss Firecracker
5278|18558|Maverick
5279|19421|Prick Up Your Ears
5280|21716|Identity
5281|15342|Being There
5282|21615|Final Destination
5283|15031|Almost Famous
5284|15202|Awakenings
5285|14887|102 Dalmatians
5286|17190|The Graduate
5287|19048|The Odd Couple II
5288|18016|King David
5289|17119|The Glass Bottom Boat
5290|19758|Rollerball
5291|21448|Birdy
5292|15727|Buying the Cow
5293|16072|Cool and the Crazy
5294|10803|Bongwater
5295|20926|The Upside of Anger
5296|20956|Vanilla Sky
5297|18603|Men of Honor
5298|19954|Send Me No Flowers
5299|22009|The Shining
5300|21993|Secretary
5301|19739|Rock n Roll High School
5302|8284|Nanook of the North
5303|18487|The Man Who Never Was
5304|17398|Heavy
5305|21917|Popeye
5306|18308|The Long Riders
5307|17004|Fun with Dick and Jane
5308|18616|Mesa of Lost Women
5309|16937|The Four Feathers
5310|17032|The Gambler
5311|16954|Frankenstein Must Be Destroyed
5312|5093|Our Town
5313|22235|Resurrection
5314|17338|Hard Times
5315|12198|Do You Wanna Know a Secret?
5316|17320|Hannah and Her Sisters
5317|16405|Dick Tracy
5318|19110|One from the Heart
5319|19181|The Owl and the Pussycat
5320|15111|Anna Karenina
5321|15980|The Client
5322|17688|In Country
5323|15365|The Benny Goodman Story
5324|22095|Toy Story
5325|15137|The Apostle
5326|15584|Borderline
5327|21501|The Celluloid Closet
5328|19414|The Presidio
5329|17242|The Groove Tube
5330|19050|Odds Against Tomorrow
5331|20612|Things You Can Tell Just by Looking at Her
5332|17483|Hollywood Ending
5333|19803|Runaway
5334|21197|Wildflower
5335|12328|Adam & Evil
5336|19814|Rush
5337|16861|The Five Senses
5338|16900|Follow the Fleet
5339|20056|Short Circuit
5340|15746|Calamity Jane
5341|21656|Good News
5342|17718|In the Time of the Butterflies
5343|16529|The Dream Team
5344|16840|Firestarter
5345|19106|One Tough Cop
5346|21835|Miracle
5347|12636|Van Helsing: The London Assignment
5348|20630|Thrashin
5349|16431|Dirty Dancing: Havana Nights
5350|15306|The Beast from 20,000 Fathoms
5351|19039|Objective, Burma!
5352|15063|American Pie
5353|17467|The Hillz
5354|22216|Lord of the Flies
5355|20586|Tess of the DUrbervilles
5356|16736|Fall
5357|20198|Somethings Gotta Give
5358|16615|Elizabeth
5359|17388|Heat and Dust
5360|16668|Ernest in the Army
5361|18866|My Life Without Me
5362|21315|You Got Served
5363|17683|Impromptu
5364|18267|Little Monsters
5365|20626|The Thomas Crown Affair
5366|20161|Smoke
5367|6122|Pearl Jam: Single Video Theory
5368|19248|Pearl Jam: Touring Band 2000
5369|17414|Hello, Dolly!
5370|18832|Murphys Romance
5371|10309|Siddhartha
5372|19127|The Opposite of Sex
5373|16608|Election
5374|20137|Sleepaway Camp II: Unhappy Campers
5375|18574|Me and You and Everyone We Know
5376|15082|The Anarchist Cookbook
5377|18005|Killing Mr. Griffin
5378|19378|Pollock
5379|17376|Head in the Clouds
5380|17133|Go Fish
5381|16139|Criminal
5382|21750|The Karate Kid
5383|15571|Bonjour tristesse
5384|18031|Kings Ransom
5385|18470|Malibus Most Wanted
5386|20785|Trial by Jury
5387|19598|Rebecca
5388|18232|Lifeboat
5389|20844|Twelve OClock High
5390|19054|Of Unknown Origin
5391|20820|True Women
5392|16554|Duel at Diablo
5393|18804|Multiplicity
5394|20215|Sorority Babes in the Slimeball Bowl-O-Rama
5395|20445|Super Mario Bros.
5396|20566|Telling You
5397|20427|Summer Lovers
5398|15029|All the Queens Men
5399|20438|Sunset
5400|21838|Mission: Impossible
5401|15763|Camp Nowhere
5402|21677|Heathers
5403|17340|Hard to Kill
5404|18908|Necessary Roughness
5405|22097|Traffic
5406|18978|No Contest
5407|22106|The Truman Show
5408|18749|Morvern Callar
5409|21931|Rabbit-Proof Fence
5410|13195|The Gate
5411|15544|Blue Steel
5412|18520|Mannequin
5413|18898|Narrow Margin
5414|14883|10 to Midnight
5415|15594|Bottle Rocket
5416|17389|Heaven
5417|19203|Panic Room
5418|20027|Sherlock Holmes and the Case of the Silk Stocking
5419|16123|Crash Dive
5420|15716|The Burning Bed
5421|16620|Elmer Gantry
5422|20732|Total Eclipse
5423|19332|The Pink Panther Strikes Again
5424|21936|The Razors Edge
5425|19142|Othello
5426|16437|Dirty Rotten Scoundrels
5427|17801|Island of the Dead
5428|14975|The Adventures of Huckleberry Finn
5429|19606|The Red Badge of Courage
5430|19595|Reality Bites
5431|19384|Pootie Tang
5432|16297|Deadbeat at Dawn
5433|22242|Seabiscuit
5434|16114|The Cowboy Way
5435|17804|It Could Happen to You
5436|21988|The Score
5437|15360|Beneath the 12-Mile Reef
5438|19352|The Player
5439|16094|Counsellor at Law
5440|19330|Pink Cadillac
5441|17503|Honeymoon in Vegas
5442|16764|Fast Food Fast Women
5443|20526|Talk of Angels
5444|21370|Soul Plane
5445|18328|Lord of Illusions
5446|18939|The Newton Boys
5447|15240|Bad Timing
5448|15522|Blood Alley
5449|14893|18 Again!
5450|17531|The Hotel New Hampshire
5451|14978|The Adventures of Pinocchio
5452|19816|The Russia House
5453|14965|Addams Family Values
5454|17702|In a Lonely Place
5455|21579|Earth vs. the Flying Saucers
5456|17103|Ginger Snaps
5457|20923|Up at the Villa
5458|22132|Warlock: The Armageddon
5459|18653|Mildred Pierce
5460|16686|The Evening Star
5461|11707|Vanity Fair
5462|19023|Novocaine
5463|16484|Dont Go in the House
5464|18824|Murder by Decree
5465|15486|Black River
5466|15141|Apt Pupil
5467|18088|Lady Chatterleys Lover
5468|15714|Burglar
5469|18466|Making Mr. Right
5470|17250|Grumpy Old Men
5471|19848|Salvador
5472|19629|The Relic
5473|16933|The Fortune Cookie
5474|21319|Youll Never Get Rich
5475|21857|My Favorite Wife
5476|20466|Suture
5477|20475|Sweet Dreams
5478|21708|The Human Stain
5479|15899|Cheech & Chongs The Corsican Brothers
5480|15865|The Changeling
5481|20600|The Thief of Bagdad
5482|21095|What Dreams May Come
5483|20706|Tom and Jerry: The Movie
5484|13954|Life as a House
5485|20280|The Spy Who Came in from the Cold
5486|22221|Nightbreed
5487|17023|Gabriela
5488|20511|Tabu: A Story of the South Seas
5489|18260|Little Giants
5490|17514|Hopscotch
5491|22184|Death of a Salesman
5492|21618|The Five Heartbeats
5493|17922|Jumpin Jack Flash
5494|18781|Mr. Nanny
5495|16766|The Fast and the Furious
5496|15959|City by the Sea
5497|18684|Mission to Mars
5498|17785|The Ipcress File
5499|19180|Overnight Delivery
5500|15166|The Asphalt Jungle
5501|18389|Love and a Bullet
5502|16209|The Dam Busters
5503|21554|Desperate Hours
5504|19721|Road to Singapore
5505|18113|Lansky
5506|20883|Uncovered
5507|19469|The Prophecy 3: The Ascent
5508|17465|Hilary and Jackie
5509|19132|Original Gangstas
5510|19907|School Daze
5511|17817|Its My Party
5512|21916|Ponette
5513|19323|Piece of Cake
5514|19418|Pretty Baby
5515|18927|Never Talk to Strangers
5516|21609|Femme Fatale
5517|20393|Strictly Ballroom
5518|18024|King of Kings
5519|15682|Brothers in Arms
5520|19237|Pather Panchali
5521|19362|Pocahontas
5522|17149|Godzilla
5523|17170|Good Fences
5524|21149|White Heat
5525|5858|Loves Enduring Promise
5526|17675|Imaginary Heroes
5527|20779|Tremors
5528|21364|High Society
5529|18626|Metro
5530|20182|Soapdish
5531|18183|Left Behind: World at War
5532|20589|Tex
5533|15602|The Boy with Green Hair
5534|15412|Big Business
5535|18651|Mikey and Nicky
5536|12109|Martin Lawrence Live: Runteldat
5537|14994|Air America
5538|18777|Mr. Magoo
5539|16227|The Dangerous Lives of Altar Boys
5540|15827|Cat Ballou
5541|20527|The Talk of the Town
5542|18606|The Men
5543|19123|Operation Petticoat
5544|20188|The Solid Gold Cadillac
5545|21594|The Exorcist
5546|15755|Calle 54
5547|16093|The Couch Trip
5548|18955|Night Shift
5549|18236|Lightning Bug
5550|19654|Restoration
5551|20597|Thats Entertainment!
5552|20723|Top Hat
5553|18598|Memphis Belle
5554|17744|The Inn of the Sixth Happiness
5555|21670|The Hard Word
5556|10838|Mr. Bean: The Animated Series
5557|17529|Hot Shots! Part Deux
5558|15291|Batman Forever
5559|18638|Middlemarch
5560|17565|How to Steal a Million
5561|20618|Thirteen Days
5562|6251|Scooby-Doo and the Alien Invaders
5563|18992|No Way to Treat a Lady
5564|21382|The Associate
5565|17484|The Hollywood Knights
5566|4576|Epoch
5567|16445|Disorganized Crime
5568|16995|Fruits Basket
5569|18770|Mr. Baseball
5570|15548|Blues Brothers 2000
5571|16790|Fear of a Black Hat
5572|10806|Eagles: Hell Freezes Over
5573|17818|Its a Gift
5574|17857|Jaws
5575|18515|Maniac
5576|15395|The Beverly Hillbillies
5577|7064|Tube
5578|11193|The Slaughterhouse Massacre
5579|15922|Chinatown
5580|20258|Speedway
5581|15846|The Cell
5582|16514|Dracula II: Ascension
5583|18476|Mambo italiano
5584|17173|Good Luck
5585|14948|Absence of the Good
5586|15163|Ash Wednesday
5587|20382|Stranger Than Paradise
5588|18197|Lemora: A Childs Tale of the Supernatural
5589|9265|12 Angry Men
5590|20843|The Tuxedo
5591|19204|Panic in the Streets
5592|17936|Just Before Dawn
5593|19031|Nuts
5594|18140|The Last Picture Show
5595|16687|Event Horizon
5596|5294|Rolling Kansas
5597|16831|Fire Birds
5598|16556|Duel in the Sun
5599|15882|Charly
5600|18084|Lackawanna Blues
5601|20216|Sorority Boys
5602|20033|Shes So Lovely
5603|20845|Twentieth Century
5604|18544|Masquerade
5605|22145|Willow
5606|22164|The Lady Vanishes
5607|17909|Jubal
5608|18886|Nadine
5609|19380|Polyester
5610|16869|Flashdance
5611|22030|Species II
5612|18020|King Solomons Mines
5613|22178|Cloak & Dagger
5614|9841|Man of Aran
5615|20453|Superman IV: The Quest for Peace
5616|20276|Spring Forward
5617|19611|The Red Pony
5618|15272|Barbershop 2: Back in Business
5619|19612|Red River
5620|8084|Three Ages
5621|17123|Glen or Glenda
5622|22135|Waynes World
5623|18510|The Mangler 2
5624|16025|Comic Book Villains
5625|15293|Bats
5626|19458|The Professionals
5627|21966|Rosemarys Baby
5628|20455|Support Your Local Gunfighter
5629|16360|The Desert Rats
5630|20757|Traffik
5631|17158|The Golden Child
5632|21887|Our Man Flint
5633|16450|Divine Madness!
5634|17715|In the Realms of the Unreal
5635|21685|The Hills Have Eyes
5636|18446|The Magical Legend of the Leprechauns
5637|18767|Mr. & Mrs. Smith
5638|16852|First Men in the Moon
5639|17539|House of Bamboo
5640|15229|Back to the Future Part III
5641|20796|Trilogy of Terror
5642|15409|The Big Brass Ring
5643|19776|Rose Red
5644|9154|Slashers
5645|19207|Paper Moon
5646|19799|Rumble Fish
5647|21301|The Year Without a Santa Claus
5648|19713|Rivers Edge
5649|12527|Come Back, Little Sheba
5650|21747|Julius Caesar
5651|21444|The Big Trail
5652|20080|Silent Rage
5653|20428|Summer Magic
5654|21377|Anne of Green Gables
5655|21445|Big Trouble in Little China
5656|17750|The Innocents
5657|21644|George Carlin: Complaints and Grievances
5658|18011|Kim Possible: A Sitch in Time
5659|17551|Houseboat
5660|17753|Inside Deep Throat
5661|14919|4D Man
5662|15950|Cirque du Soleil: Quidam
5663|6093|Rock School
5664|16601|Eerie, Indiana
5665|22210|The League of Extraordinary Gentlemen
5666|20914|Unprecedented: The 2000 Presidential Election
5667|18155|The Last Waltz
5668|12419|Animal Farm
5669|21404|American Buffalo
5670|9751|Eddie Izzard: Unrepeatable
5671|21580|Eddie Izzard: Dress to Kill
5672|17356|Harvie Krumpet
5673|21682|Hell in the Pacific
5674|17772|Into the Arms of Strangers: Stories of the Kindertransport
5675|22137|The Weather Underground
5676|17670|Im the One That I Want
5677|19487|Punk: Attitude
5678|15713|Burden of Dreams
5679|18075|Kurt & Courtney
5680|16532|DreamKeeper
5681|18109|The Land Before Time V: The Mysterious Island
5682|18634|Michael Moore Hates America
5683|21474|Bowling for Columbine
5684|11587|George Carlin: Back in Town
5685|6272|Ron White: They Call Me Tater Salad
5686|13898|Concert for George
5687|19333|Pinocchio
5688|16727|Faces of Death IV
5689|21034|Walking with Dinosaurs
5690|21585|The Elephant
5691|17136|Go Tigers!
5692|19692|Riding Giants
5693|21299|Yeah Right!
5694|16124|The Crazies
5695|21091|Wet Hot American Summer
5696|19242|Pauly Shore Is Dead
5697|21227|Wishmaster 3: Beyond the Gates of Hell
5698|19072|Oliver Twist
5699|20048|Sholay
5700|19989|Shaft in Africa
5701|19407|The Preachers Wife
5702|19090|Once Around
5703|17841|Jamaica Inn
5704|20902|Undisputed
5705|21426|Basic Instinct
5706|18660|Mind the Gap
5707|19819|Ruthless People
5708|18696|Moby Dick
5709|16088|Corvette Summer
5710|15452|Biloxi Blues
5711|20318|Start the Revolution Without Me
5712|20416|The Suburbans
5713|17879|Jimmy Neutron: Boy Genius
5714|20855|The Two Jakes
5715|17118|Gladiator
5716|17419|Hendrix
5717|17651|Idle Hands
5718|21175|Why Do Fools Fall in Love
5719|17097|Gidget
5720|17066|Geronimo: An American Legend
5721|19468|Prophecy
5722|15373|Best Defense
5723|17042|Gardens of Stone
5724|4685|Wide Awake
5725|20543|Tarzan
5726|20231|South Central
5727|22015|Single White Female
5728|21374|Angel Eyes
5729|15196|Avalon
5730|19645|Requiem for a Dream
5731|21386|2 Fast 2 Furious
5732|19510|Queen of the Damned
5733|15379|The Best Years of Our Lives
5734|20014|Sharkys Machine
5735|16399|Diamonds
5736|15624|Brave New Girl
5737|21584|Elektra
5738|18838|The Music Man
5739|17480|Holiday in the Sun
5740|18907|Near Dark
5741|19732|RoboCop 2
5742|20140|Sleepless in Seattle
5743|21097|What Planet Are You From?
5744|19886|Saved!
5745|15852|Chain Reaction
5746|16118|Coyote Ugly
5747|17257|Guide
5748|17266|Gun Shy
5749|20405|Stuart Saves His Family
5750|14909|3 A.M.
5751|15081|Analyze This
5752|22253|Unfaithful
5753|20139|Sleeping with the Enemy
5754|15785|Capturing the Friedmans
5755|18691|Mo Better Blues
5756|17581|Humoresque
5757|18793|Mrs. Miniver
5758|21639|Gacy
5759|20157|Smile
5760|19818|Rustlers Rhapsody
5761|22243|Shackleton
5762|17063|George of the Jungle 2
5763|6485|Night at the Golden Eagle
5764|16665|Ernest Goes to Camp
5765|15206|BASEketball
5766|22225|On the Waterfront
5767|16135|Crime Spree
5768|20521|Tales from the Crapper
5769|19520|Quicksilver
5770|21351|Zoot Suit
5771|15813|Casa de los babys
5772|19916|The Scout
5773|21565|Dogma
5774|17085|Ghost Dad
5775|15737|CB4
5776|15597|The Bourne Identity
5777|15712|Bunty Aur Babli
5778|16436|Dirty Pretty Things
5779|17684|Impulse
5780|18569|The McKenzie Break
5781|15227|Back to Bataan
5782|17272|Gunga Din
5783|21242|Without a Paddle
5784|20044|Shoah
5785|16825|Finding Forrester
5786|18480|The Man Who Cried
5787|18890|The Naked Jungle
5788|19902|Scary Movie
5789|21140|Whipped
5790|18841|Mute Witness
5791|16071|Cool World
5792|17928|Junior
5793|15169|Assassination
5794|22044|Starship Troopers
5795|17329|Happy Birthday to Me
5796|16054|Connie and Carla
5797|15047|Amazon Women on the Moon
5798|15442|Bill & Teds Bogus Journey
5799|19092|Once Upon a Crime...
5800|20071|The Sicilian
5801|20487|Swept from the Sea
5802|16392|Devour
5803|19965|Serving Sara
5804|19267|The Perez Family
5805|20211|The Sons of Katie Elder
5806|18694|Mobsters and Mormons
5807|19154|Out for Justice
5808|18555|The Matrix
5809|21443|Big Fish
5810|15687|Bruce Almighty
5811|20257|Speed 2: Cruise Control
5812|20906|Unforgivable Blackness: The Rise and Fall of Jack Johnson
5813|20123|Skinwalkers
5814|21772|The Last Stop
5815|16858|The Fisher King
5816|20269|Splendor
5817|21724|In Pursuit of Honor
5818|16504|Down to Earth
5819|16848|First Daughter
5820|19489|Pups
5821|17899|Jonah: A VeggieTales Movie
5822|15221|Babylon 5: Thirdspace
5823|16051|Confessions of a Teenage Drama Queen
5824|16765|Fast Sofa
5825|17462|Higher Learning
5826|21540|Dazed and Confused
5827|16329|Deep Evil
5828|20245|Spanglish
5829|8840|The Governess
5830|21884|The Order
5831|18184|Left Luggage
5832|20222|Soul Survivors
5833|15315|The Beautician and the Beast
5834|18508|The Manchurian Candidate
5835|11667|Seize the Day
5836|18168|The Lavender Hill Mob
5837|21238|Without Limits
5838|18881|Mystic Pizza
5839|16166|Cry Freedom
5840|19376|Polish Wedding
5841|16506|Dr. Dolittle 2
5842|17825|Jack
5843|20364|The Story of Us
5844|14933|8 Mile
5845|17721|The In-Laws
5846|18851|My Boyfriends Back
5847|20459|Surviving Desire
5848|9448|Black Moon Rising
5849|17999|Kill Me Later
5850|11250|Beyond the Law
5851|19327|Pillow Talk
5852|15596|The Bounty
5853|20041|Ship of Fools
5854|20355|Stone Cold
5855|17181|The Goonies
5856|16527|Drawing Flies
5857|18473|Mallrats
5858|19537|Radio
5859|20918|Unstrung Heroes
5860|16724|F/X
5861|18503|The Man with the Golden Gun
5862|21960|Rocky IV
5863|19339|Pirates of the Caribbean: The Curse of the Black Pearl
5864|15542|Blue Juice
5865|19727|The Robe
5866|20089|Simon Birch
5867|18766|Mr. & Mrs. Bridge
5868|18921|Network
5869|22092|Tora! Tora! Tora!
5870|18964|Nighthawks
5871|16053|Congo
5872|7569|The Black Cauldron
5873|16147|Critters
5874|20657|Tierra
5875|20576|Tequila Sunrise
5876|15598|The Bourne Identity
5877|17856|Jawbreaker
5878|16914|For Whom the Bell Tolls
5879|18825|Murder by Numbers
5880|18582|The Medallion
